no,start_lon,start_lat,end_lon,end_lat,location,pmv,heat_13-value,heat_7-value,humi_feel,sun_feel,wind_feel,temp,humi,kPa,wind_speed,Block,lat,lon,depthmap,Ref,x1,y1,x2,y2,Connectivity,Entropy R3,Harmonic Mean Depth R3,Integration (HH) R3,Integration (P-value) R3,Integration (Tekl) R3,Intensity R3,Line Length,Mean Depth R3,Node Count R3,Relativised Entropy R3
77,121.531,25.040124,121.5309,25.039863,77,2.49,0,0,0,0,1,32.464,70.202,101.3553238,12.597,77,25.0400211,121.5309618,75,75,-333.9041666,282.398611,-324.7612533,313.6857523,3,1.4146782,6.3157897,1.4135897,1.4135897,0.66484892,1.1199536,32.595676,2.3888888,19,1.8209543
78,121.5309,25.039863,121.531,25.03965,78,2.24,0.5,1,0,0,0,31.729,71.854,101.3567886,8.914,78,25.0398086,121.5309444,94,94,-333.9041666,282.398611,-329.1075908,261.4222403,3,1.3262645,6.5546217,1.4516129,1.4516129,0.67052817,0.97259396,21.51779,2.4761906,22,1.9952292
79,121.531,25.03965,121.5311,25.039303,79,3.085,0,1,2,-2,0,34.7,57.6445,101.2682266,1.0125,79,25.0395964,121.5310155,95,95,-329.1075908,261.4222403,-319.5941489,219.8180851,3,1.4033208,7.3846154,1.6178579,1.6178579,0.69188631,1.086442,42.677994,2.3913043,24,1.8516062
80,121.5311,25.039303,121.5311,25.038909,80,3.0775,0.5,0.5,1,0,0,34.49325,57.2005,101.2556382,3.97825,80,25.0391935,121.5311304,96,96,-319.5941489,219.8180851,-317.5247014,173.7918439,4,1.4750162,8.5853662,1.7257152,1.7257152,0.705015,1.2207031,46.072742,2.3043478,24,1.723595
81,121.5321,25.042587,121.5319,25.042051,81,1.86,-0.5,-2,0,-1,2,30.983,74.381,101.3276825,54.363,81,25.0422865,121.5319904,55,55,-245.7504604,523.432274,-214.5918377,579.2000818,1,1.263447,1.7777778,0.56608194,0.56608194,0.41702187,1.1055162,63.881985,2.5,7,1.748399
82,121.5319,25.042051,121.5317,25.041706,82,2.25,0,0,0,-1,1,31.839,71.022,101.3323746,16.042,82,25.0419689,121.5318546,56,56,-266.8859284,485.6039422,-245.7504604,523.432274,2,1.4535002,4.3636365,1.1365665,1.1365665,0.61485791,1.2597001,43.332329,2.3333333,13,1.650112
83,121.5317,25.041706,121.5315,25.041345,83,2.056666667,0.666666667,1.333333333,1,-0.333333333,1,31.36933333,69.07866667,101.3898773,18.32833333,83,25.0415812,121.5316369,57,57,-277.4597222,441.148611,-266.8859284,485.6039422,5,1.5389825,8.8111887,1.8,1.8,0.71533829,1.4107339,45.69553,2.1904762,22,1.567723
84,121.5315,25.041345,121.5315,25.041001,84,2.086666667,0,-0.666666667,0,-1,1,31.50033333,68.896,101.3981934,21.22,84,25.041011,121.5315148,58,58,-277.4597222,441.148611,-275.8578286,412.0475453,5,1.4670827,9.5287962,1.7812788,1.7812788,0.71068245,1.1920048,29.145121,2.3199999,26,1.7719444
85,121.5316,25.04082,121.5316,25.040273,85,2.07,-1,-1,0,-1,2,31.437,72.323,101.3557892,27.188,85,25.0405,121.5315933,60,60,-274.6426274,389.9713893,-271.1097222,325.7902777,4,1.4060208,8.6153851,1.6794915,1.6794915,0.69892079,1.0751923,64.278275,2.4000001,26,1.8841705
86,121.5316,25.040273,121.5316,25.04002,86,2.16,-0.5,0,0,0,2,31.668,72.514,101.3417511,30.563,86,25.0402036,121.5316126,78,78,-271.1097222,325.7902777,-268.7035864,299.8079772,4,1.4583882,7.8805971,1.6071428,1.6071428,0.69100952,1.1883163,26.093475,2.3333333,22,1.7643235
87,121.5316,25.04002,121.5317,25.039828,87,2.3,0,0,0,-1,1,31.99,71.318,101.3413315,24.314,87,25.0399584,121.5316595,79,79,-268.7035864,299.8079772,-261.8697531,277.1729033,2,1.3805348,5.1428571,1.3443909,1.3443909,0.65431285,1.0804185,23.644192,2.4117646,18,1.8379663
88,121.5316,25.039797,121.5317,25.039083,88,1.8,-1.5,-2,0,-1,2,30.873,74.011,101.358078,56.47,88,25.0391891,121.5317216,102,102,-261.9374999,277.1069444,-259.0574488,194.7787559,1,1.3532825,2.6086957,0.84615386,0.84615386,0.54047632,1.1277354,82.378548,2.4444444,10,1.7367692
89,121.5317,25.039083,121.5316,25.038872,89,1.63,-1,-1,0,-1,2,30.53,74.973,101.3480454,89.776,89,25.0389254,121.5316726,101,101,-268.7035868,170.5492907,-259.0574488,194.7787559,4,1.5155047,6.9565215,1.5364467,1.5364467,0.68301076,1.3639542,26.079014,2.2352941,18,1.6029594
90,121.5316,25.038872,121.5316239,25.03832873,90,2.403333333,-1,-1.333333333,1,-1,1.333333333,32.53733333,63.12466667,101.2871475,23.63566667,90,25.038671,121.5316317,103,103,-272.1680555,87.31249998,-268.7035868,170.5492907,3,1.4990152,6.2222223,1.5405476,1.5405476,0.68430793,1.4157366,83.308861,2.1875,17,1.5332038
91,121.5323,25.042443,121.5322,25.041697,91,2.213333333,0.666666667,0.666666667,-0.333333333,-0.666666667,1,31.62466667,69.093,101.3868307,13.93166667,91,25.0420397,121.5322508,38,38,-203.6974359,484.9090431,-193.8940817,573.6166665,2,1.5142466,3.6923077,1,1,0.57812965,1.5142466,89.247681,2.2222223,10,1.4379251
92,121.5322,25.041697,121.5322,25.04157,92,1.976666667,0.083333333,-0.333333333,1.166666667,-1,1.166666667,31.121,70.44783333,101.3961843,15.11366667,92,25.0416144,121.5322002,39,39,-205.4930555,468.6610174,-203.6974359,484.9090431,3,1.5531402,4.3636365,1.2063863,1.2063863,0.627249,1.7084541,16.346945,2.0999999,11,1.3434201
93,121.5322,25.04157,121.5322,25.041366,93,1.793333333,-0.333333333,-0.666666667,2,-1.666666667,2,30.76166667,71.15166667,101.397494,34.82533333,93,25.0414308,121.5322057,40,40,-205.5643617,441.148611,-205.4930555,468.6610174,2,1.4854122,4.2105265,1.1191936,1.1191936,0.60985333,1.3711498,27.512499,2.2727273,12,1.5487748
94,121.5323,25.040192,121.5322,25.03992,94,2.413333333,0.333333333,0.666666667,0,-1,0.333333333,32.4,65.28166667,101.2964045,11.84933333,94,25.0400401,121.5322523,71,71,-204.3367028,290.8507476,-199.7292217,321.9336712,2,1.4290229,4.7457628,1.238816,1.238816,0.63570756,1.1908524,31.422556,2.3571429,15,1.7176391
95,121.5322,25.03992,121.5322,25.039049,95,2.555,-0.5,-1,0,-1,2,32.8565,58.9875,101.2694855,5.875,95,25.0396391,121.5322021,72,72,-218.8964171,192.6282116,-204.3367028,290.8507476,2,1.3386233,4.173913,1.0952908,1.0952908,0.60852319,1.0411515,99.295776,2.4615386,14,1.8866836
96.1,121.5322,25.039049,121.5321,25.038735,96.1,1.63,0,0,0,-1,0,30.067,77.58,101.3551025,11.772,96.1,25.0388415,121.5321967,73,73,-234.4208333,87.31249998,-218.8964171,192.6282116,3,1.5214777,5.7142859,1.3845592,1.3845592,0.66066402,1.4263853,106.45377,2.2142856,15,1.5276568
96.2,121.5321,25.038735,121.5319,25.038671,96.2,1.47,-1,-1,-1,-1,2,29.845,78.394,101.3448029,24.227,96.2,25.0386922,121.5320289,73,73,-234.4208333,87.31249998,-218.8964171,192.6282116,3,1.5214777,5.7142859,1.3845592,1.3845592,0.66066402,1.4263853,106.45377,2.2142856,15,1.5276568
96.3,121.5319,25.038671,121.5319,25.038317,96.3,1.38,-0.5,-1,0,0,1,29.745,77.975,101.3654556,37.272,96.3,25.0384917,121.5318861,73,73,-234.4208333,87.31249998,-218.8964171,192.6282116,3,1.5214777,5.7142859,1.3845592,1.3845592,0.66066402,1.4263853,106.45377,2.2142856,15,1.5276568
97,121.5328,25.042313,121.5328,25.041577,97,1.51,-1.5,-1,0,0,3,30.137,75.891,101.3256607,46.149,97,25.041778,121.5327926,15,15,-146.9189077,468.6692331,-144.1097222,587.9041665,2,1.4754353,3.8709676,1.0207884,1.0207884,0.58639652,1.3524823,119.26802,2.3,11,1.5687064
98,121.5328,25.041577,121.5328,25.041312,98,1.7275,-0.375,-0.5,0.5,-0.75,1.25,30.588,72.6185,101.3820858,29.07825,98,25.0414703,121.5328007,16,16,-147.5501146,441.1486132,-146.9189077,468.6692331,3,1.4989992,5.915493,1.3873369,1.3873369,0.66087639,1.3324437,27.527857,2.2666667,16,1.6082193
99,121.5328,25.041312,121.5328,25.041024,99,1.78,-0.142857143,-1,0.571428571,-0.857142857,1.571428571,30.746,71.50128571,101.3847896,32.10671429,99,25.0411445,121.532802,17,17,-148.1890166,413.292486,-147.5501146,441.1486132,4,1.5232575,7.7241378,1.6734514,1.6734514,0.70075864,1.3847796,27.863453,2.2105262,20,1.5743387
100,121.5328,25.040766,121.5328,25.040597,100,1.99,0,0,0,0,1,31.195,73.007,101.3395233,20.031,100,25.0407087,121.5328036,19,19,-149.3382773,363.1847195,-148.8075993,386.3222783,3,1.4860064,5.5081968,1.3076391,1.3076391,0.6475991,1.3111821,23.143644,2.2857144,15,1.6335514
102,121.5328,25.040182,121.5327,25.039053,102,2.6,0,-1,0,-1,1,32.962,59.94,101.2714844,15.3325,102,25.0395585,121.5327426,21,21,-153.3223165,189.4806085,-150.3456691,319.2624367,3,1.5164965,5.3333335,1.3006579,1.3006579,0.64624065,1.4153968,129.81596,2.2307692,14,1.5425942
103,121.5327,25.039053,121.5327,25.038268,103,2.193333333,-0.5,-1.666666667,0.666666667,-1,1.666666667,31.92333333,64.894,101.2970378,31.14,103,25.0386846,121.5326969,22,22,-155.7513889,82.37361109,-153.3223165,189.4806085,2,1.4854122,4.2105265,1.1191936,1.1191936,0.60985333,1.3711498,107.13454,2.2727273,12,1.5487748
104,121.5315,25.041001,121.5328,25.041024,104,2.403333333,0,-0.666666667,1,-0.666666667,1.666666667,32.29266667,67.03633333,101.4157715,22.99833333,104,25.0410022,121.5317466,104,104,-283.986111,413.6319443,-138.6416666,413.6319443,2,1.3622934,5.3846154,1.4255327,1.4255327,0.66666669,1.047918,145.34445,2.4210527,20,1.87628
105,121.5315,25.041001,121.5316,25.04082,105,1.983333333,0.166666667,0.333333333,1.666666667,-1,1.333333333,31.19133333,69.84266667,101.3948339,20.919,105,25.04090347,121.5315531,59,59,-275.8578286,412.0475453,-274.6426274,389.9713893,3,1.3757659,7.9245281,1.7372102,1.7372102,0.70512402,1.0411202,22.109577,2.4074075,28,1.9028199
106,121.5328,25.041024,121.5328,25.040766,106,1.9825,0.625,0.75,0.25,-0.25,1,31.15975,71.138,101.3793888,23.34025,106,25.0408874,121.5328053,18,18,-148.8075993,386.3222783,-148.1890166,413.292486,3,1.4791145,6.4000001,1.4666082,1.4666082,0.67273146,1.2678125,26.977301,2.2941177,18,1.664782
