Ref,Connectivity,Entropy R3,Harmonic Mean Depth R3,Integration (HH) R3,Integration (P-value) R3,Integration (Tekl) R3,Intensity R3,Line Length,Mean Depth R3,Node Count R3,Relativised Entropy R3,研究員,男性,女性,地點編號,進入街道時間 (Sensor),在目標地點的時間 (Sensor),熱感受_13-value,太陽輻射的強度,濕度,熱感受_7-value,風速,time,填答秒數,Period,Date_Period,Block,lat,lon
3,2,1.5306391,3,0.8619656,0.8619656,0.52832085,1.7493018,83.00872,2.1428571,8,1.2942394,閔翔,1,0,4,2647,2652,-1,-1,-1,-2,2,2024/8/16 下午 01:38:24,636,3,8163,4,25.0423925,121.5324921
2,2,1.5491613,2.6666667,0.84912294,0.84912294,0.51139158,2.1688259,21.43762,2,7,1.0911623,閔翔,1,0,3,2735,2745,-0.5,-1,0,-1,1,2024/8/16 下午 01:39:24,55,3,8163,3,25.0424463,121.5322938
38,2,1.5142466,3.6923077,1,1,0.57812965,1.5142466,89.247681,2.2222223,10,1.4379251,閔翔,1,0,91,2840,2905,0,-2,0,1,0,2024/8/16 下午 01:40:24,52,3,8163,91,25.0420397,121.5322508
39,3,1.5531402,4.3636365,1.2063863,1.2063863,0.627249,1.7084541,16.346945,2.0999999,11,1.3434201,閔翔,1,0,92,2959,2952,0,-1,0,0,1,2024/8/16 下午 01:41:30,61,3,8163,92,25.0416144,121.5322002
41,2,1.4854122,4.2105265,1.1191936,1.1191936,0.60985333,1.3711498,76.905556,2.2727273,12,1.5487748,閔翔,1,0,10,3036,3046,1,-2,-1,1,0,2024/8/16 下午 01:42:13,31,3,8163,10,25.0415709,121.5324018
16,3,1.4989992,5.915493,1.3873369,1.3873369,0.66087639,1.3324437,27.527857,2.2666667,16,1.6082193,閔翔,1,0,98,3132,3145,0,-1,-1,0,1,2024/8/16 下午 01:43:17,37,3,8163,98,25.0414703,121.5328007
17,4,1.5232575,7.7241378,1.6734514,1.6734514,0.70075864,1.3847796,27.863453,2.2105262,20,1.5743387,閔翔,1,0,99,3230,3240,-0.5,-1,-1,0,1,2024/8/16 下午 01:44:03,41,3,8163,99,25.0411445,121.532802
18,3,1.4791145,6.4000001,1.4666082,1.4666082,0.67273146,1.2678125,26.977301,2.2941177,18,1.664782,閔翔,1,0,106,3322,3329,1,1,1,1,1,2024/8/16 下午 01:44:58,50,3,8163,106,25.0408874,121.5328053
64,3,1.4524539,4.9411764,1.2241485,1.2241485,0.63241249,1.2708972,86.460815,2.3076923,14,1.6808264,閔翔,1,0,18,3429,3459,1,1,-1,1,0,2024/8/16 下午 01:46:22,79,3,8163,18,25.0408024,121.5323018
63,2,1.3993975,4.848485,1.2552096,1.2552096,0.63915122,1.1195179,39.423187,2.4000001,16,1.7939149,閔翔,1,0,17,3550,3604,1,0,-1,1,1,2024/8/16 下午 01:47:40,72,3,8163,17,25.0408152,121.53176
59,3,1.3757659,7.9245281,1.7372102,1.7372102,0.70512402,1.0411202,22.109577,2.4074075,28,1.9028199,閔翔,1,0,105,3657,3703,1.5,2,0,0,1,2024/8/16 下午 01:49:02,77,3,8163,105,25.04090347,121.5315531
58,5,1.4670827,9.5287962,1.7812788,1.7812788,0.71068245,1.1920048,29.145121,2.3199999,26,1.7719444,閔翔,1,0,84,3807,3819,1,1,0,2,0,2024/8/16 下午 01:49:48,40,3,8163,84,25.041011,121.5315148
104,2,1.3622934,5.3846154,1.4255327,1.4255327,0.66666669,1.047918,145.34445,2.4210527,20,1.87628,閔翔,1,0,104,3922,3932,0.5,0,-1,1,0,2024/8/16 下午 01:51:00,66,3,8163,104,25.0410022,121.5317466
17,4,1.5232575,7.7241378,1.6734514,1.6734514,0.70075864,1.3847796,27.863453,2.2105262,20,1.5743387,閔翔,1,0,99,4047,4104,0,-1,-1,0,2,2024/8/16 下午 01:52:29,84,3,8163,99,25.0411445,121.532802
37,3,1.4726398,6.0759492,1.3938289,1.3938289,0.66181248,1.2517439,58.103252,2.3125,17,1.6838834,閔翔,1,0,14,4138,4153,0.5,1,0,1,0,2024/8/16 下午 01:53:14,40,3,8163,14,25.0413339,121.5324443
40,2,1.4854122,4.2105265,1.1191936,1.1191936,0.60985333,1.3711498,27.512499,2.2727273,12,1.5487748,閔翔,1,0,93,4235,4240,0,-1,0,0,1,2024/8/16 下午 01:54:10,45,3,8163,93,25.0414308,121.5322057
39,3,1.5531402,4.3636365,1.2063863,1.2063863,0.627249,1.7084541,16.346945,2.0999999,11,1.3434201,閔翔,1,0,92,4331,4333,0,0,0,0,0,2024/8/16 下午 01:54:56,40,3,8163,92,25.0416144,121.5322002
31,2,1.3386233,4.173913,1.0952908,1.0952908,0.60852319,1.0411515,73.204788,2.4615386,14,1.8866836,閔翔,1,0,9,4358,4416,0.5,0,0,1,0,2024/8/16 下午 01:55:48,47,3,8163,9,25.0416981,121.532012
57,5,1.5389825,8.8111887,1.8,1.8,0.71533829,1.4107339,45.69553,2.1904762,22,1.567723,閔翔,1,0,83,4505,4513,0.5,0,-1,1,1,2024/8/16 下午 01:56:40,43,3,8163,83,25.0415812,121.5316369
36,2,1.3419172,4.6451612,1.1981546,1.1981546,0.62953198,1.0224131,71.895363,2.4666667,16,1.9073327,閔翔,1,0,13,4606,4616,1,-1,0,1,1,2024/8/16 下午 01:57:42,57,3,8163,13,25.0413284,121.5317153
35,3,1.3801751,6.8571429,1.5,1.5,0.67699248,1.0470294,120.19537,2.4285715,22,1.9013594,閔翔,1,0,12,4829,4840,1,1,-1,1,0,2024/8/16 下午 01:59:59,132,3,8163,12,25.0414352,121.5311029
49,4,1.449296,8.3999996,1.6700469,1.6700469,0.69828314,1.1594368,49.669792,2.347826,24,1.7904537,閔翔,1,0,65,5014,5033,1.5,1,-1,1,0,2024/8/16 下午 02:02:10,124,3,8163,65,25.0413736,121.5303026
61,2,1.3366557,5,1.2906152,1.2906152,0.64601481,1.0024918,89.162384,2.4705882,18,1.9312027,閔翔,1,0,15,5131,5149,1,1,0,1,1,2024/8/16 下午 02:03:14,59,3,8163,15,25.0412456,121.5298335
7,3,1.3801751,6.8571429,1.5,1.5,0.67699248,1.0470294,50.392727,2.4285715,22,1.9013594,閔翔,1,0,53,5248,5251,2,1,-1,3,0,2024/8/16 下午 02:04:31,73,3,8163,53,25.0414314,121.5294395
34,3,1.3953235,7.1489363,1.5598243,1.5598243,0.68473619,1.069748,89.130417,2.409091,23,1.8724692,閔翔,1,0,11,5400,5421,-0.5,-1,0,0,1,2024/8/16 下午 02:05:55,77,3,8163,11,25.0416826,121.530095
48,2,1.3544021,5.2173915,1.3592209,1.3592209,0.65684551,1.0293455,44.03548,2.4444444,19,1.898284,閔翔,1,0,64,5519,5537,0.5,0,-1,1,0,2024/8/16 下午 02:06:56,56,3,8163,64,25.0418302,121.5304671
33,3,1.4390807,6.9421487,1.5448366,1.5448366,0.68307137,1.1623344,89.094696,2.3499999,21,1.7692264,閔翔,1,0,7,5610,5614,1,1,-1,1,0,2024/8/16 下午 02:07:40,37,3,8163,7,25.0420172,121.5303675
6,3,1.4316345,6.6666665,1.4803609,1.4803609,0.674389,1.1453077,42.760738,2.3684211,20,1.7898073,閔翔,1,0,52,5734,5804,1.5,1,0,2,0,2024/8/16 下午 02:09:24,98,3,8163,52,25.041882,121.5296166
5,3,1.5214777,5.7142859,1.3845592,1.3845592,0.66066402,1.4263853,51.724953,2.2142856,15,1.5276568,閔翔,1,0,51,5847,5857,0.5,0,-1,1,1,2024/8/16 下午 02:10:22,53,3,8163,51,25.0423894,121.5297524
4,2,1.4754353,3.8709676,1.0207884,1.0207884,0.58639652,1.3524823,79.118973,2.3,11,1.5687064,閔翔,1,0,50,5950,5958,-0.5,-1,-1,0,1,2024/8/16 下午 02:11:33,66,3,8163,50,25.0427906,121.5298397
0,2,1.5306391,3,0.8619656,0.8619656,0.52832085,1.7493018,116.34516,2.1428571,8,1.2942394,閔翔,1,0,1,51,131,0,0,0,0,0,2024/8/16 下午 02:12:58,63,3,8163,1,25.0429271,121.5305603
46,1,1.3532825,2.6086957,0.84615386,0.84615386,0.54047632,1.1277354,57.473774,2.4444444,10,1.7367692,閔翔,1,0,62,215,230,0,-1,0,0,0,2024/8/16 下午 02:13:46,42,3,8163,62,25.0425721,121.5306431
29,3,1.5415961,5.1063828,1.3988512,1.3988512,0.66463226,1.6700624,89.137909,2.0833333,13,1.3539122,閔翔,1,0,5,300,310,1,1,0,1,0,2024/8/16 下午 02:14:38,47,3,8163,5,25.0424483,121.5304177
47,4,1.5375459,6.7469878,1.5405476,1.5405476,0.68430793,1.4521267,47.867493,2.1875,17,1.5290827,閔翔,1,0,63,519,528,0,-1,-1,0,0,2024/8/16 下午 02:16:49,126,3,8163,63,25.0421985,121.5305674
32,3,1.4176338,7.0534353,1.5517242,1.5517242,0.68380839,1.1138551,119.50666,2.3809524,22,1.8221259,閔翔,1,0,8,618,645,1,1,-1,1,0,2024/8/16 下午 02:18:11,76,3,8163,8,25.0418886,121.530908
56,2,1.4535002,4.3636365,1.1365665,1.1365665,0.61485791,1.2597001,43.332329,2.3333333,13,1.650112,閔翔,1,0,82,815,845,0.5,1,0,1,1,2024/8/16 下午 02:20:37,140,3,8163,82,25.0419689,121.5318546
30,1,1.3055289,2.3529413,0.73918515,0.73918515,0.5041489,1.0681599,129.68591,2.5,9,1.7962018,閔翔,1,0,6,953,1059,1.5,1,-1,2,0,2024/8/16 下午 02:22:18,94,3,8163,6,25.0422954,121.5309931
46,1,1.3532825,2.6086957,0.84615386,0.84615386,0.54047632,1.1277354,57.473774,2.4444444,10,1.7367692,閔翔,1,0,62,1151,1159,0.5,1,0,1,1,2024/8/16 下午 02:23:40,77,3,8163,62,25.0425721,121.5306431
1,2,1.5491613,2.6666667,0.84912294,0.84912294,0.51139158,2.1688259,147.1869,2,7,1.0911623,閔翔,1,0,2,1258,1335,0,-2,0,0,0,2024/8/16 下午 02:25:06,81,3,8163,2,25.0427499,121.5313395
55,1,1.263447,1.7777778,0.56608194,0.56608194,0.41702187,1.1055162,63.881985,2.5,7,1.748399,閔翔,1,0,81,1456,1507,0.5,0,0,0,1,2024/8/16 下午 02:26:25,72,3,8163,81,25.0422865,121.5319904
23,3,1.5415961,5.1063828,1.3988512,1.3988512,0.66463226,1.6700624,65.22097,2.0833333,13,1.3539122,閔翔,1,0,44,1843,44,1,1,0,1,0,2024/8/19 上午 11:30:39,1233,2,8192,44,25.0383855,121.5286798
24,3,1.4726398,6.0759492,1.3938289,1.3938289,0.66181248,1.2517439,70.23468,2.3125,17,1.6838834,閔翔,1,0,45,2035,2044,0,-1,0,0,0,2024/8/19 上午 11:32:01,76,2,8192,45,25.0383887,121.5291668
83,2,1.4535002,4.3636365,1.1365665,1.1365665,0.61485791,1.2597001,53.085732,2.3333333,13,1.650112,閔翔,1,0,72,2124,2134,1,0,0,1,1,2024/8/19 上午 11:32:56,49,2,8192,72,25.0384623,121.5294379
85,3,1.5531402,4.3636365,1.3270249,1.3270249,0.65321249,1.8982824,88.490143,2,11,1.229477,閔翔,1,0,41,2209,2231,-0.5,0,0,0,1,2024/8/19 上午 11:33:53,51,2,8192,41,25.0386279,121.5290421
86,2,1.5085742,4,1.1058542,1.1058542,0.60528529,1.5085742,64.411659,2.2,11,1.4395257,閔翔,1,0,61,2336,2338,-0.5,0,0,0,1,2024/8/19 上午 11:35:39,101,2,8192,61,25.0385565,121.5287272
23,3,1.5415961,5.1063828,1.3988512,1.3988512,0.66463226,1.6700624,65.22097,2.0833333,13,1.3539122,閔翔,1,0,44,2453,2455,1,1,-1,1,1,2024/8/19 上午 11:36:39,55,2,8192,44,25.0383855,121.5286798
14,3,1.5415961,5.1063828,1.2989333,1.2989333,0.64596856,1.5415961,65.980621,2.1666667,13,1.4444195,閔翔,1,0,60,2458,2650,0.5,0,0,0,0,2024/8/19 上午 11:38:37,112,2,8192,60,25.0384912,121.5284798
14,3,1.5415961,5.1063828,1.2989333,1.2989333,0.64596856,1.5415961,65.980621,2.1666667,13,1.4444195,閔翔,1,0,60,1,1,0.5,0,-1,1,0,2024/8/19 下午 12:07:27,1725,2,8192,60,25.0384912,121.5284798
13,2,1.4535002,4.3636365,1.1365665,1.1365665,0.61485791,1.2597001,46.470898,2.3333333,13,1.650112,閔翔,1,0,59,1,1,1,-1,0,1,0,2024/8/19 下午 12:08:35,54,2,8192,59,25.0388121,121.5286443
87,3,1.5164965,5.3333335,1.3006579,1.3006579,0.64624065,1.4153968,97.625801,2.2307692,14,1.5425942,閔翔,1,0,34,4,1,1,1,-1,1,0,2024/8/19 下午 12:09:30,46,2,8192,34,25.038994,121.529181
83,2,1.4535002,4.3636365,1.1365665,1.1365665,0.61485791,1.2597001,53.085732,2.3333333,13,1.650112,閔翔,1,0,72,1,1,0.5,-1,-2,1,0,2024/8/19 下午 12:10:21,44,2,8192,72,25.0384623,121.5294379
83,2,1.4535002,4.3636365,1.1365665,1.1365665,0.61485791,1.2597001,53.085732,2.3333333,13,1.650112,閔翔,1,0,72,1,1,0.5,1,0,1,0,2024/8/19 下午 12:11:04,29,2,8192,72,25.0384623,121.5294379
25,3,1.4791145,6.4000001,1.4666082,1.4666082,0.67273146,1.2678125,123.83304,2.2941177,18,1.664782,閔翔,1,0,46,1,1,0,-1,0,0,0,2024/8/19 下午 12:11:54,40,2,8192,46,25.0383724,121.5297702
26,4,1.5238379,7.3846154,1.606352,1.606352,0.69234449,1.3787105,93.83889,2.2222223,19,1.5837113,閔翔,1,0,47,1,1,0,0,0,-1,1,2024/8/19 下午 12:14:44,164,2,8192,47,25.0383234,121.5311958
103,3,1.4990152,6.2222223,1.5405476,1.5405476,0.68430793,1.4157366,83.308861,2.1875,17,1.5332038,閔翔,1,0,90,1,1,0.5,1,0,0,1,2024/8/19 下午 12:15:30,40,2,8192,90,25.038671,121.5316317
100,4,1.5517561,6.8571429,1.6261337,1.6261337,0.69710863,1.5517561,48.928677,2.125,17,1.4474835,閔翔,1,0,43,1,1,1.5,1,0,1,1,2024/8/19 下午 12:16:22,47,2,8192,43,25.0388829,121.5313593
96,4,1.4750162,8.5853662,1.7257152,1.7257152,0.705015,1.2207031,46.072742,2.3043478,24,1.723595,閔翔,1,0,80,1,1,1,2,0,2,0,2024/8/19 下午 12:17:08,40,2,8192,80,25.0391935,121.5311304
95,3,1.4033208,7.3846154,1.6178579,1.6178579,0.69188631,1.086442,42.677994,2.3913043,24,1.8516062,閔翔,1,0,79,1,1,0.5,0,0,1,1,2024/8/19 下午 12:18:05,50,2,8192,79,25.0395964,121.5310155
96,4,1.4750162,8.5853662,1.7257152,1.7257152,0.705015,1.2207031,46.072742,2.3043478,24,1.723595,閔翔,1,0,80,1,1,1,2,0,2,0,2024/8/19 下午 12:19:14,62,2,8192,80,25.0391935,121.5311304
97,4,1.5347224,7.4666667,1.6828449,1.6828449,0.70292342,1.4579864,47.795788,2.1666667,19,1.5144788,閔翔,1,0,42,1,1,2,2,0,2,0,2024/8/19 下午 12:20:07,43,2,8192,42,25.0388676,121.5309387
98,4,1.5404148,7.1489363,1.6132691,1.6132691,0.69413465,1.4593403,85.304672,2.1764705,18,1.5170654,閔翔,1,0,75,1,1,2,2,0,2,0,2024/8/19 下午 12:20:50,36,2,8192,75,25.038429,121.5306227
99,3,1.4990152,6.2222223,1.4635203,1.4635203,0.67259115,1.3412241,40.654255,2.25,17,1.5970589,閔翔,1,0,74,1,1,0,-1,0,0,1,2024/8/19 下午 12:22:52,116,2,8192,74,25.0389129,121.5306461
93,2,1.3845311,4.0975609,1.0697098,1.0697098,0.60170126,1.1249316,38.536835,2.4166667,13,1.7917442,閔翔,1,0,73,1,1,0.5,0,0,0,0,2024/8/19 下午 12:23:39,42,2,8192,73,25.0392812,121.5303807
67,4,1.4372839,7.394958,1.5448366,1.5448366,0.68307137,1.1608831,68.223114,2.3499999,21,1.7988788,閔翔,1,0,29,1,1,0,0,0,0,2,2024/8/19 下午 12:24:22,38,2,8192,29,25.0395471,121.5301535
66,2,1.4274213,4.9411764,1.31797,1.31797,0.64956075,1.202039,78.895355,2.3333333,16,1.7064047,閔翔,1,0,28,1,1,0,0,0,0,1,2024/8/19 下午 12:25:15,48,2,8192,28,25.0396865,121.529709
10,4,1.4372839,7.394958,1.5448366,1.5448366,0.68307137,1.1608831,51.105816,2.3499999,21,1.7988788,閔翔,1,0,56,1,1,2,2,0,2,0,2024/8/19 下午 12:26:40,80,2,8192,56,25.0402085,121.5290808
77,3,1.4590468,6.810811,1.5395753,1.5395753,0.68260622,1.2158724,81.858826,2.3157895,20,1.7137352,閔翔,1,0,25,1,1,1.5,1,0,1,0,2024/8/19 下午 12:27:36,51,2,8192,25,25.040227,121.5294458
52,4,1.5078828,7.9370079,1.8135039,1.8135039,0.7180022,1.4393427,49.305782,2.1500001,21,1.526921,閔翔,1,0,68,1,1,0,0,0,0,0,2024/8/19 下午 12:28:42,59,2,8192,68,25.0399916,121.5298713
53,2,1.3386233,4.173913,1.0952908,1.0952908,0.60852319,1.0411515,50.939728,2.4615386,14,1.8866836,閔翔,1,0,69.1,1,1,0,0,0,0,0,2024/8/19 下午 12:29:28,41,2,8192,69.1,25.0394751,121.5297346
53,2,1.3386233,4.173913,1.0952908,1.0952908,0.60852319,1.0411515,50.939728,2.4615386,14,1.8866836,閔翔,1,0,69.2,1,1,0,-1,0,0,0,2024/8/19 下午 12:30:05,32,2,8192,69.2,25.0393667,121.5295951
54,1,1.3616542,1.7142857,0.49860358,0.49860358,0.35620719,1.3616542,75.91761,2.4000001,6,1.5093437,閔翔,1,0,33,1,1,0,0,0,0,0,2024/8/19 下午 12:30:44,34,2,8192,33,25.0393842,121.5291679
11,2,1.4290229,4.7457628,1.238816,1.238816,0.63570756,1.1908524,53.777714,2.3571429,15,1.7176391,閔翔,1,0,57,1,1,0.5,0,0,1,0,2024/8/19 下午 12:31:38,48,2,8192,57,25.0396876,121.5289609
12,3,1.4860064,5.5081968,1.3076391,1.3076391,0.6475991,1.3111821,49.513103,2.2857144,15,1.6335514,閔翔,1,0,58,1,1,0,0,0,0,1,2024/8/19 下午 12:32:47,61,2,8192,58,25.0393934,121.5288781
87,3,1.5164965,5.3333335,1.3006579,1.3006579,0.64624065,1.4153968,97.625801,2.2307692,14,1.5425942,閔翔,1,0,34,1,1,-0.5,0,0,0,1,2024/8/19 下午 12:33:38,46,2,8192,34,25.038994,121.529181
81,2,1.4535002,4.3636365,1.1365665,1.1365665,0.61485791,1.2597001,34.177593,2.3333333,13,1.650112,閔翔,1,0,70,1,1,-0.5,0,0,0,1,2024/8/19 下午 12:34:48,63,2,8192,70,25.0390891,121.529403
88,2,1.3797646,4.5714288,1.1768752,1.1768752,0.62482291,1.0892878,99.82972,2.4285715,15,1.8288469,閔翔,1,0,35,1,1,0,0,0,0,0,2024/8/19 下午 12:36:01,68,2,8192,35,25.0390594,121.5298593
89,3,1.4316345,6.6666665,1.4803609,1.4803609,0.674389,1.1453077,68.560295,2.3684211,20,1.7898073,閔翔,1,0,36,1,1,-0.5,-1,1,-1,1,2024/8/19 下午 12:37:41,94,2,8192,36,25.0392294,121.5307158
90,4,1.5053972,8.2285719,1.8,1.8,0.71533829,1.3799474,66.541153,2.1904762,22,1.5747191,閔翔,1,0,37.1,1,1,0,-1,0,0,0,2024/8/19 下午 12:38:35,48,2,8192,37.1,25.0393297,121.5312078
90,4,1.5053972,8.2285719,1.8,1.8,0.71533829,1.3799474,66.541153,2.1904762,22,1.5747191,閔翔,1,0,37.2,1,1,0,-1,0,0,0,2024/8/19 下午 12:39:19,40,2,8192,37.2,25.0392147,121.5315146
90,4,1.5053972,8.2285719,1.8,1.8,0.71533829,1.3799474,66.541153,2.1904762,22,1.5747191,閔翔,1,0,37.3,1,1,-0.5,-1,0,-1,1,2024/8/19 下午 12:40:08,43,2,8192,37.3,25.0390812,121.5316628
91,3,1.4060923,6.7692308,1.4896638,1.4896638,0.67561632,1.0936273,40.265079,2.4000001,21,1.8471928,閔翔,1,0,38,1,1,0.5,-1,0,0,0,2024/8/19 下午 12:41:00,43,2,8192,38,25.039036,121.531903
72,2,1.3386233,4.173913,1.0952908,1.0952908,0.60852319,1.0411515,99.295776,2.4615386,14,1.8866836,閔翔,1,0,95,1,1,-0.5,-1,0,-1,1,2024/8/19 下午 12:42:00,54,2,8192,95,25.0396391,121.5322021
71,2,1.4290229,4.7457628,1.238816,1.238816,0.63570756,1.1908524,31.422556,2.3571429,15,1.7176391,閔翔,1,0,94,1,1,0.5,-1,0,1,1,2024/8/19 下午 12:43:02,56,2,8192,94,25.0400401,121.5322523
45,2,1.3805348,5.1428571,1.3443909,1.3443909,0.65431285,1.0804185,49.555302,2.4117646,18,1.8379663,閔翔,1,0,24,1,1,0,-2,0,0,0,2024/8/19 下午 12:43:35,28,2,8192,24,25.0401832,121.5325162
21,3,1.5164965,5.3333335,1.3006579,1.3006579,0.64624065,1.4153968,129.81596,2.2307692,14,1.5425942,閔翔,1,0,102,1,1,0.5,1,0,1,0,2024/8/19 下午 12:45:00,80,2,8192,102,25.0395585,121.5327426
22,2,1.4854122,4.2105265,1.1191936,1.1191936,0.60985333,1.3711498,107.13454,2.2727273,12,1.5487748,閔翔,1,0,103,1,1,0.5,0,0,0,0,2024/8/19 下午 12:46:20,73,2,8192,103,25.0386846,121.5326969
3,2,1.5306391,3,0.8619656,0.8619656,0.52832085,1.7493018,83.00872,2.1428571,8,1.2942394,閔翔,1,0,4,1630,1640,2.5,2,0,3,1,2024/8/20 上午 09:28:01,441,1,8201,4,25.0423925,121.5324921
2,2,1.5491613,2.6666667,0.84912294,0.84912294,0.51139158,2.1688259,21.43762,2,7,1.0911623,閔翔,1,0,3,1703,1723,0,-1,0,0,1,2024/8/20 上午 09:28:48,40,1,8201,3,25.0424463,121.5322938
38,2,1.5142466,3.6923077,1,1,0.57812965,1.5142466,89.247681,2.2222223,10,1.4379251,閔翔,1,0,91,1807,1830,0,-1,0,0,0,2024/8/20 上午 09:29:53,55,1,8201,91,25.0420397,121.5322508
39,3,1.5531402,4.3636365,1.2063863,1.2063863,0.627249,1.7084541,16.346945,2.0999999,11,1.3434201,閔翔,1,0,92,1939,1943,0,-1,0,0,0,2024/8/20 上午 09:31:18,80,1,8201,92,25.0416144,121.5322002
41,2,1.4854122,4.2105265,1.1191936,1.1191936,0.60985333,1.3711498,76.905556,2.2727273,12,1.5487748,閔翔,1,0,10,2104,2115,0,-1,0,0,0,2024/8/20 上午 09:32:34,70,1,8201,10,25.0415709,121.5324018
16,3,1.4989992,5.915493,1.3873369,1.3873369,0.66087639,1.3324437,27.527857,2.2666667,16,1.6082193,閔翔,1,0,98,2155,2201,1,1,0,1,0,2024/8/20 上午 09:33:20,40,1,8201,98,25.0414703,121.5328007
17,4,1.5232575,7.7241378,1.6734514,1.6734514,0.70075864,1.3847796,27.863453,2.2105262,20,1.5743387,閔翔,1,0,99,2233,2244,0.5,0,0,1,0,2024/8/20 上午 09:34:16,49,1,8201,99,25.0411445,121.532802
18,3,1.4791145,6.4000001,1.4666082,1.4666082,0.67273146,1.2678125,26.977301,2.2941177,18,1.664782,閔翔,1,0,106,2326,2336,0.5,0,0,1,0,2024/8/20 上午 09:34:56,35,1,8201,106,25.0408874,121.5328053
64,3,1.4524539,4.9411764,1.2241485,1.2241485,0.63241249,1.2708972,86.460815,2.3076923,14,1.6808264,閔翔,1,0,18,2410,2430,2.5,2,0,3,0,2024/8/20 上午 09:35:53,37,1,8201,18,25.0408024,121.5323018
63,2,1.3993975,4.848485,1.2552096,1.2552096,0.63915122,1.1195179,39.423187,2.4000001,16,1.7939149,閔翔,1,0,17,2512,2522,2,1,0,3,0,2024/8/20 上午 09:36:47,49,1,8201,17,25.0408152,121.53176
59,3,1.3757659,7.9245281,1.7372102,1.7372102,0.70512402,1.0411202,22.109577,2.4074075,28,1.9028199,閔翔,1,0,105,2557,2603,2.5,2,0,3,0,2024/8/20 上午 09:37:40,31,1,8201,105,25.04090347,121.5315531
58,5,1.4670827,9.5287962,1.7812788,1.7812788,0.71068245,1.1920048,29.145121,2.3199999,26,1.7719444,閔翔,1,0,84,2652,2703,0,-1,0,0,1,2024/8/20 上午 09:38:15,30,1,8201,84,25.041011,121.5315148
104,2,1.3622934,5.3846154,1.4255327,1.4255327,0.66666669,1.047918,145.34445,2.4210527,20,1.87628,閔翔,1,0,104,2751,2800,2,2,0,2,1,2024/8/20 上午 09:39:21,61,1,8201,104,25.0410022,121.5317466
17,4,1.5232575,7.7241378,1.6734514,1.6734514,0.70075864,1.3847796,27.863453,2.2105262,20,1.5743387,閔翔,1,0,99,2918,2926,0.5,-1,0,1,0,2024/8/20 上午 09:40:47,80,1,8201,99,25.0411445,121.532802
37,3,1.4726398,6.0759492,1.3938289,1.3938289,0.66181248,1.2517439,58.103252,2.3125,17,1.6838834,閔翔,1,0,14,2957,3012,1.5,1,0,2,1,2024/8/20 上午 09:41:36,43,1,8201,14,25.0413339,121.5324443
40,2,1.4854122,4.2105265,1.1191936,1.1191936,0.60985333,1.3711498,27.512499,2.2727273,12,1.5487748,閔翔,1,0,93,3047,3055,0,-1,0,0,0,2024/8/20 上午 09:42:18,28,1,8201,93,25.0414308,121.5322057
39,3,1.5531402,4.3636365,1.2063863,1.2063863,0.627249,1.7084541,16.346945,2.0999999,11,1.3434201,閔翔,1,0,92,3126,3128,0,-1,0,0,1,2024/8/20 上午 09:43:01,23,1,8201,92,25.0416144,121.5322002
31,2,1.3386233,4.173913,1.0952908,1.0952908,0.60852319,1.0411515,73.204788,2.4615386,14,1.8866836,閔翔,1,0,9,3212,3223,0,-1,0,0,1,2024/8/20 上午 09:43:38,32,1,8201,9,25.0416981,121.532012
57,5,1.5389825,8.8111887,1.8,1.8,0.71533829,1.4107339,45.69553,2.1904762,22,1.567723,閔翔,1,0,83,3301,3312,0,-1,0,0,1,2024/8/20 上午 09:44:31,46,1,8201,83,25.0415812,121.5316369
36,2,1.3419172,4.6451612,1.1981546,1.1981546,0.62953198,1.0224131,71.895363,2.4666667,16,1.9073327,閔翔,1,0,13,3355,3410,1,1,0,1,1,2024/8/20 上午 09:45:33,57,1,8201,13,25.0413284,121.5317153
35,3,1.3801751,6.8571429,1.5,1.5,0.67699248,1.0470294,120.19537,2.4285715,22,1.9013594,閔翔,1,0,12,3557,3615,2,2,0,3,0,2024/8/20 上午 09:47:43,124,1,8201,12,25.0414352,121.5311029
49,4,1.449296,8.3999996,1.6700469,1.6700469,0.69828314,1.1594368,49.669792,2.347826,24,1.7904537,閔翔,1,0,65,3731,3746,0,-1,0,0,1,2024/8/20 上午 09:49:07,79,1,8201,65,25.0413736,121.5303026
61,2,1.3366557,5,1.2906152,1.2906152,0.64601481,1.0024918,89.162384,2.4705882,18,1.9312027,閔翔,1,0,15,3836,3842,2.5,2,0,3,0,2024/8/20 上午 09:50:06,54,1,8201,15,25.0412456,121.5298335
7,3,1.3801751,6.8571429,1.5,1.5,0.67699248,1.0470294,50.392727,2.4285715,22,1.9013594,閔翔,1,0,53,3937,3944,3,2,0,3,0,2024/8/20 上午 09:51:00,49,1,8201,53,25.0414314,121.5294395
34,3,1.3953235,7.1489363,1.5598243,1.5598243,0.68473619,1.069748,89.130417,2.409091,23,1.8724692,閔翔,1,0,11,4026,4048,1,2,0,1,2,2024/8/20 上午 09:52:06,54,1,8201,11,25.0416826,121.530095
48,2,1.3544021,5.2173915,1.3592209,1.3592209,0.65684551,1.0293455,44.03548,2.4444444,19,1.898284,閔翔,1,0,64,4135,4150,0.5,0,0,1,2,2024/8/20 上午 09:53:10,58,1,8201,64,25.0418302,121.5304671
