Ref,Connectivity,Entropy R3,Harmonic Mean Depth R3,Integration (HH) R3,Integration (P-value) R3,Integration (Tekl) R3,Intensity R3,Line Length,Mean Depth R3,Node Count R3,Relativised Entropy R3,研究員,男性,女性,地點編號,進入街道時間 (Sensor),在目標地點的時間 (Sensor),熱感受_13-value,太陽輻射的強度,濕度,熱感受_7-value,風速,time,填答秒數,Period,Date_Period,Block,lat,lon
77,3,1.4590468,6.810811,1.5395753,1.5395753,0.68260622,1.2158724,81.858826,2.3157895,20,1.7137352,閔翔,1,0,25,1756,1817,1,2,1,1,1,2024/8/23 上午 10:29:37,41,1,8231,25,25.040227,121.5294458
52,4,1.5078828,7.9370079,1.8135039,1.8135039,0.7180022,1.4393427,49.305782,2.1500001,21,1.526921,閔翔,1,0,68,1904,1908,1,2,0,2,2,2024/8/23 上午 10:30:21,39,1,8231,68,25.0399916,121.5298713
53,2,1.3386233,4.173913,1.0952908,1.0952908,0.60852319,1.0411515,50.939728,2.4615386,14,1.8866836,閔翔,1,0,69.1,1953,2013,3,2,-1,3,0,2024/8/23 上午 10:31:20,55,1,8231,69.1,25.0394751,121.5297346
53,2,1.3386233,4.173913,1.0952908,1.0952908,0.60852319,1.0411515,50.939728,2.4615386,14,1.8866836,閔翔,1,0,69.2,2025,2030,-0.5,-1,0,-1,1,2024/8/23 上午 10:32:15,47,1,8231,69.2,25.0393667,121.5295951
54,1,1.3616542,1.7142857,0.49860358,0.49860358,0.35620719,1.3616542,75.91761,2.4000001,6,1.5093437,閔翔,1,0,33,2125,2139,3,2,-1,3,1,2024/8/23 上午 10:32:53,27,1,8231,33,25.0393842,121.5291679
11,2,1.4290229,4.7457628,1.238816,1.238816,0.63570756,1.1908524,53.777714,2.3571429,15,1.7176391,閔翔,1,0,57,2221,2256,0,-1,-1,0,1,2024/8/23 上午 10:34:20,68,1,8231,57,25.0396876,121.5289609
12,3,1.4860064,5.5081968,1.3076391,1.3076391,0.6475991,1.3111821,49.513103,2.2857144,15,1.6335514,閔翔,1,0,58,2351,2354,-0.5,-1,-1,0,1,2024/8/23 上午 10:35:15,50,1,8231,58,25.0393934,121.5288781
87,3,1.5164965,5.3333335,1.3006579,1.3006579,0.64624065,1.4153968,97.625801,2.2307692,14,1.5425942,閔翔,1,0,34,2314,2329,1.5,2,-1,1,1,2024/8/23 上午 10:36:01,40,1,8231,34,25.038994,121.529181
81,2,1.4535002,4.3636365,1.1365665,1.1365665,0.61485791,1.2597001,34.177593,2.3333333,13,1.650112,閔翔,1,0,70,2411,2419,-1,0,-1,-1,2,2024/8/23 上午 10:37:00,55,1,8231,70,25.0390891,121.529403
88,2,1.3797646,4.5714288,1.1768752,1.1768752,0.62482291,1.0892878,99.82972,2.4285715,15,1.8288469,閔翔,1,0,35,2516,2537,0,0,0,0,0,2024/8/23 上午 10:38:09,62,1,8231,35,25.0390594,121.5298593
89,3,1.4316345,6.6666665,1.4803609,1.4803609,0.674389,1.1453077,68.560295,2.3684211,20,1.7898073,閔翔,1,0,36,2647,2703,-0.5,-1,1,-1,0,2024/8/23 上午 10:39:45,91,1,8231,36,25.0392294,121.5307158
90,4,1.5053972,8.2285719,1.8,1.8,0.71533829,1.3799474,66.541153,2.1904762,22,1.5747191,閔翔,1,0,37.1,2752,2801,0,-1,0,0,1,2024/8/23 上午 10:40:40,50,1,8231,37.1,25.0393297,121.5312078
90,4,1.5053972,8.2285719,1.8,1.8,0.71533829,1.3799474,66.541153,2.1904762,22,1.5747191,閔翔,1,0,37.2,2841,2844,-0.5,0,1,-1,1,2024/8/23 上午 10:41:20,35,1,8231,37.2,25.0392147,121.5315146
90,4,1.5053972,8.2285719,1.8,1.8,0.71533829,1.3799474,66.541153,2.1904762,22,1.5747191,閔翔,1,0,37.3,2921,2926,0,0,-1,0,1,2024/8/23 上午 10:42:00,36,1,8231,37.3,25.0390812,121.5316628
91,3,1.4060923,6.7692308,1.4896638,1.4896638,0.67561632,1.0936273,40.265079,2.4000001,21,1.8471928,閔翔,1,0,38,2946,3006,-0.5,0,0,-1,2,2024/8/23 上午 10:42:41,34,1,8231,38,25.039036,121.531903
72,2,1.3386233,4.173913,1.0952908,1.0952908,0.60852319,1.0411515,99.295776,2.4615386,14,1.8866836,閔翔,1,0,95,3037,3104,0,0,1,0,0,2024/8/23 上午 10:43:41,54,1,8231,95,25.0396391,121.5322021
71,2,1.4290229,4.7457628,1.238816,1.238816,0.63570756,1.1908524,31.422556,2.3571429,15,1.7176391,閔翔,1,0,94,3204,3212,0,0,-1,0,0,2024/8/23 上午 10:44:44,59,1,8231,94,25.0400401,121.5322523
45,2,1.3805348,5.1428571,1.3443909,1.3443909,0.65431285,1.0804185,49.555302,2.4117646,18,1.8379663,閔翔,1,0,24,3229,3240,-0.5,-2,0,-1,2,2024/8/23 上午 10:45:19,28,1,8231,24,25.0401832,121.5325162
21,3,1.5164965,5.3333335,1.3006579,1.3006579,0.64624065,1.4153968,129.81596,2.2307692,14,1.5425942,閔翔,1,0,102,3308,3354,0,1,-1,0,2,2024/8/23 上午 10:46:53,90,1,8231,102,25.0395585,121.5327426
22,2,1.4854122,4.2105265,1.1191936,1.1191936,0.60985333,1.3711498,107.13454,2.2727273,12,1.5487748,閔翔,1,0,103,3503,3518,-0.5,0,-1,-1,2,2024/8/23 上午 10:47:55,58,1,8231,103,25.0386846,121.5326969
3,2,1.5306391,3,0.8619656,0.8619656,0.52832085,1.7493018,83.00872,2.1428571,8,1.2942394,閔翔,1,0,4,5352,5403,-1,0,-1,-1,2,2024/8/23 上午 11:06:41,53,2,8232,4,25.0423925,121.5324921
2,2,1.5491613,2.6666667,0.84912294,0.84912294,0.51139158,2.1688259,21.43762,2,7,1.0911623,閔翔,1,0,3,5425,5436,-0.5,0,-1,-1,2,2024/8/23 上午 11:07:22,34,2,8232,3,25.0424463,121.5322938
38,2,1.5142466,3.6923077,1,1,0.57812965,1.5142466,89.247681,2.2222223,10,1.4379251,閔翔,1,0,91,5512,5534,0,-1,1,0,1,2024/8/23 上午 11:08:23,51,2,8232,91,25.0420397,121.5322508
39,3,1.5531402,4.3636365,1.2063863,1.2063863,0.627249,1.7084541,16.346945,2.0999999,11,1.3434201,閔翔,1,0,92,5620,5628,-0.5,0,-1,-1,2,2024/8/23 上午 11:09:04,34,2,8232,92,25.0416144,121.5322002
41,2,1.4854122,4.2105265,1.1191936,1.1191936,0.60985333,1.3711498,76.905556,2.2727273,12,1.5487748,閔翔,1,0,10,5652,5702,0,-1,-1,0,1,2024/8/23 上午 11:09:44,31,2,8232,10,25.0415709,121.5324018
16,3,1.4989992,5.915493,1.3873369,1.3873369,0.66087639,1.3324437,27.527857,2.2666667,16,1.6082193,閔翔,1,0,98,5738,5750,0,0,-1,0,0,2024/8/23 上午 11:10:25,30,2,8232,98,25.0414703,121.5328007
17,4,1.5232575,7.7241378,1.6734514,1.6734514,0.70075864,1.3847796,27.863453,2.2105262,20,1.5743387,閔翔,1,0,99,5815,5828,-0.5,0,-1,0,2,2024/8/23 上午 11:11:04,28,2,8232,99,25.0411445,121.532802
18,3,1.4791145,6.4000001,1.4666082,1.4666082,0.67273146,1.2678125,26.977301,2.2941177,18,1.664782,閔翔,1,0,106,5850,5859,1.5,2,0,2,2,2024/8/23 上午 11:11:54,43,2,8232,106,25.0408874,121.5328053
64,3,1.4524539,4.9411764,1.2241485,1.2241485,0.63241249,1.2708972,86.460815,2.3076923,14,1.6808264,閔翔,1,0,18,5940,8,2,2,-1,2,1,2024/8/23 上午 11:12:42,35,2,8232,18,25.0408024,121.5323018
63,2,1.3993975,4.848485,1.2552096,1.2552096,0.63915122,1.1195179,39.423187,2.4000001,16,1.7939149,閔翔,1,0,17,43,102,1.5,2,0,2,1,2024/8/23 上午 11:13:26,40,2,8232,17,25.0408152,121.53176
59,3,1.3757659,7.9245281,1.7372102,1.7372102,0.70512402,1.0411202,22.109577,2.4074075,28,1.9028199,閔翔,1,0,105,120,126,3,2,-1,3,0,2024/8/23 上午 11:14:02,24,2,8232,105,25.04090347,121.5315531
58,5,1.4670827,9.5287962,1.7812788,1.7812788,0.71068245,1.1920048,29.145121,2.3199999,26,1.7719444,閔翔,1,0,84,146,200,0,-1,-1,0,1,2024/8/23 上午 11:14:46,38,2,8232,84,25.041011,121.5315148
104,2,1.3622934,5.3846154,1.4255327,1.4255327,0.66666669,1.047918,145.34445,2.4210527,20,1.87628,閔翔,1,0,104,306,317,1,1,0,2,1,2024/8/23 上午 11:15:50,59,2,8232,104,25.0410022,121.5317466
17,4,1.5232575,7.7241378,1.6734514,1.6734514,0.70075864,1.3847796,27.863453,2.2105262,20,1.5743387,閔翔,1,0,99,431,440,0,1,0,0,1,2024/8/23 上午 11:17:11,76,2,8232,99,25.0411445,121.532802
37,3,1.4726398,6.0759492,1.3938289,1.3938289,0.66181248,1.2517439,58.103252,2.3125,17,1.6838834,閔翔,1,0,14,456,513,-0.5,0,1,0,1,2024/8/23 上午 11:17:48,27,2,8232,14,25.0413339,121.5324443
40,2,1.4854122,4.2105265,1.1191936,1.1191936,0.60985333,1.3711498,27.512499,2.2727273,12,1.5487748,閔翔,1,0,93,537,548,0,0,1,0,1,2024/8/23 上午 11:18:26,34,2,8232,93,25.0414308,121.5322057
39,3,1.5531402,4.3636365,1.2063863,1.2063863,0.627249,1.7084541,16.346945,2.0999999,11,1.3434201,閔翔,1,0,92,618,628,2,2,-1,2,1,2024/8/23 上午 11:19:15,39,2,8232,92,25.0416144,121.5322002
31,2,1.3386233,4.173913,1.0952908,1.0952908,0.60852319,1.0411515,73.204788,2.4615386,14,1.8866836,閔翔,1,0,9,640,711,0,-1,-1,0,2,2024/8/23 上午 11:19:48,27,2,8232,9,25.0416981,121.532012
57,5,1.5389825,8.8111887,1.8,1.8,0.71533829,1.4107339,45.69553,2.1904762,22,1.567723,閔翔,1,0,83,740,752,-0.5,0,1,-1,2,2024/8/23 上午 11:20:29,36,2,8232,83,25.0415812,121.5316369
36,2,1.3419172,4.6451612,1.1981546,1.1981546,0.62953198,1.0224131,71.895363,2.4666667,16,1.9073327,閔翔,1,0,13,833,842,2,2,-1,2,2,2024/8/23 上午 11:21:14,41,2,8232,13,25.0413284,121.5317153
35,3,1.3801751,6.8571429,1.5,1.5,0.67699248,1.0470294,120.19537,2.4285715,22,1.9013594,閔翔,1,0,12,1028,1040,1,2,-1,1,2,2024/8/23 上午 11:23:23,124,2,8232,12,25.0414352,121.5311029
49,4,1.449296,8.3999996,1.6700469,1.6700469,0.69828314,1.1594368,49.669792,2.347826,24,1.7904537,閔翔,1,0,65,1155,1206,0,-1,1,0,0,2024/8/23 上午 11:24:39,70,2,8232,65,25.0413736,121.5303026
61,2,1.3366557,5,1.2906152,1.2906152,0.64601481,1.0024918,89.162384,2.4705882,18,1.9312027,閔翔,1,0,15,1251,1310,3,2,0,3,0,2024/8/23 上午 11:25:40,57,2,8232,15,25.0412456,121.5298335
7,3,1.3801751,6.8571429,1.5,1.5,0.67699248,1.0470294,50.392727,2.4285715,22,1.9013594,閔翔,1,0,53,1350,1354,1,2,-1,1,2,2024/8/23 上午 11:26:26,40,2,8232,53,25.0414314,121.5294395
34,3,1.3953235,7.1489363,1.5598243,1.5598243,0.68473619,1.069748,89.130417,2.409091,23,1.8724692,閔翔,1,0,11,1430,1455,0,0,0,0,1,2024/8/23 上午 11:27:23,53,2,8232,11,25.0416826,121.530095
48,2,1.3544021,5.2173915,1.3592209,1.3592209,0.65684551,1.0293455,44.03548,2.4444444,19,1.898284,閔翔,1,0,64,1530,1548,0,0,0,0,0,2024/8/23 上午 11:28:15,47,2,8232,64,25.0418302,121.5304671
33,3,1.4390807,6.9421487,1.5448366,1.5448366,0.68307137,1.1623344,89.094696,2.3499999,21,1.7692264,閔翔,1,0,7,1609,1612,-0.5,0,-1,0,2,2024/8/23 上午 11:28:56,36,2,8232,7,25.0420172,121.5303675
6,3,1.4316345,6.6666665,1.4803609,1.4803609,0.674389,1.1453077,42.760738,2.3684211,20,1.7898073,閔翔,1,0,52,1714,1740,2,2,0,2,2,2024/8/23 上午 11:30:03,61,2,8232,52,25.041882,121.5296166
5,3,1.5214777,5.7142859,1.3845592,1.3845592,0.66066402,1.4263853,51.724953,2.2142856,15,1.5276568,閔翔,1,0,51,1825,1849,0,0,0,0,1,2024/8/23 上午 11:31:12,64,2,8232,51,25.0423894,121.5297524
4,2,1.4754353,3.8709676,1.0207884,1.0207884,0.58639652,1.3524823,79.118973,2.3,11,1.5687064,閔翔,1,0,50,1913,1922,0,0,0,0,1,2024/8/23 上午 11:31:57,40,2,8232,50,25.0427906,121.5298397
0,2,1.5306391,3,0.8619656,0.8619656,0.52832085,1.7493018,116.34516,2.1428571,8,1.2942394,閔翔,1,0,1,1948,2019,-0.5,-1,0,-1,1,2024/8/23 上午 11:32:58,56,2,8232,1,25.0429271,121.5305603
46,1,1.3532825,2.6086957,0.84615386,0.84615386,0.54047632,1.1277354,57.473774,2.4444444,10,1.7367692,閔翔,1,0,62,2054,2108,-0.5,0,0,-1,2,2024/8/23 上午 11:33:31,29,2,8232,62,25.0425721,121.5306431
29,3,1.5415961,5.1063828,1.3988512,1.3988512,0.66463226,1.6700624,89.137909,2.0833333,13,1.3539122,閔翔,1,0,5,2129,2135,0.5,0,-1,0,1,2024/8/23 上午 11:34:32,56,2,8232,5,25.0424483,121.5304177
47,4,1.5375459,6.7469878,1.5405476,1.5405476,0.68430793,1.4521267,47.867493,2.1875,17,1.5290827,閔翔,1,0,63,2335,2339,0,0,-1,0,2,2024/8/23 上午 11:36:15,97,2,8232,63,25.0421985,121.5305674
32,3,1.4176338,7.0534353,1.5517242,1.5517242,0.68380839,1.1138551,119.50666,2.3809524,22,1.8221259,閔翔,1,0,8,2422,2448,0,0,0,0,0,2024/8/23 上午 11:37:22,63,2,8232,8,25.0418886,121.530908
56,2,1.4535002,4.3636365,1.1365665,1.1365665,0.61485791,1.2597001,43.332329,2.3333333,13,1.650112,閔翔,1,0,82,2606,2625,-0.5,-1,0,-1,1,2024/8/23 上午 11:39:02,95,2,8232,82,25.0419689,121.5318546
30,1,1.3055289,2.3529413,0.73918515,0.73918515,0.5041489,1.0681599,129.68591,2.5,9,1.7962018,閔翔,1,0,6,2700,2805,0,0,0,0,1,2024/8/23 上午 11:40:28,77,2,8232,6,25.0422954,121.5309931
46,1,1.3532825,2.6086957,0.84615386,0.84615386,0.54047632,1.1277354,57.473774,2.4444444,10,1.7367692,閔翔,1,0,62,2852,2858,0,0,1,0,0,2024/8/23 上午 11:41:35,61,2,8232,62,25.0425721,121.5306431
1,2,1.5491613,2.6666667,0.84912294,0.84912294,0.51139158,2.1688259,147.1869,2,7,1.0911623,閔翔,1,0,2,2925,2955,0,-1,0,0,0,2024/8/23 上午 11:42:32,52,2,8232,2,25.0427499,121.5313395
55,1,1.263447,1.7777778,0.56608194,0.56608194,0.41702187,1.1055162,63.881985,2.5,7,1.748399,閔翔,1,0,81,3123,2138,2.5,2,-1,3,0,2024/8/23 上午 11:44:16,100,2,8232,81,25.0422865,121.5319904
15,2,1.4754353,3.8709676,1.0207884,1.0207884,0.58639652,1.3524823,119.26802,2.3,11,1.5687064,閔翔,1,0,97,3208,3230,0.5,-1,0,1,1,2024/8/23 下午 01:45:14,53,3,8233,97,25.041778,121.5327926
16,3,1.4989992,5.915493,1.3873369,1.3873369,0.66087639,1.3324437,27.527857,2.2666667,16,1.6082193,閔翔,1,0,98,3300,3309,0.5,-1,1,1,1,2024/8/23 下午 01:45:47,27,3,8233,98,25.0414703,121.5328007
17,4,1.5232575,7.7241378,1.6734514,1.6734514,0.70075864,1.3847796,27.863453,2.2105262,20,1.5743387,閔翔,1,0,99,3326,3344,0.5,-1,1,1,0,2024/8/23 下午 01:46:16,21,3,8233,99,25.0411445,121.532802
18,3,1.4791145,6.4000001,1.4666082,1.4666082,0.67273146,1.2678125,26.977301,2.2941177,18,1.664782,閔翔,1,0,106,3400,3411,0,-1,1,0,0,2024/8/23 下午 01:46:57,33,3,8233,106,25.0408874,121.5328053
20,3,1.4726398,6.0759492,1.3938289,1.3938289,0.66181248,1.2517439,43.933834,2.3125,17,1.6838834,閔翔,1,0,101,3459,3507,0,-1,1,1,0,2024/8/23 下午 01:47:42,40,3,8233,101,25.0405616,121.5328047
65,2,1.5142466,3.6923077,1,1,0.57812965,1.5142466,104.22419,2.2222223,10,1.4379251,閔翔,1,0,19.2,3519,3548,-0.5,-1,1,0,1,2024/8/23 下午 01:48:31,44,3,8233,19.2,25.0406122,121.5322452
65,2,1.5142466,3.6923077,1,1,0.57812965,1.5142466,104.22419,2.2222223,10,1.4379251,閔翔,1,0,19.1,3611,3623,0.5,-1,1,1,0,2024/8/23 下午 01:49:08,32,3,8233,19.1,25.0406991,121.5320006
63,2,1.3993975,4.848485,1.2552096,1.2552096,0.63915122,1.1195179,39.423187,2.4000001,16,1.7939149,閔翔,1,0,17,3655,3704,0.5,-1,1,1,1,2024/8/23 下午 01:49:39,23,3,8233,17,25.0408152,121.53176
62,4,1.4278139,8.5146198,1.6741856,1.6741856,0.69851047,1.1154796,135.60442,2.375,25,1.838447,閔翔,1,0,16,3740,3804,0.5,-1,2,1,0,2024/8/23 下午 01:50:51,54,3,8233,16,25.0409982,121.5308349
50,2,1.3052267,5.0574713,1.3088794,1.3088794,0.64932406,0.95381951,59.938217,2.5,19,1.9928683,閔翔,1,0,66,3924,3934,0,-2,2,0,0,2024/8/23 下午 01:52:13,77,3,8233,66,25.0408748,121.5301576
42,3,1.3635821,7.5505619,1.632839,1.632839,0.69342643,1.0129467,89.220947,2.4400001,26,1.9389621,閔翔,1,0,20,4012,4034,-0.5,-2,2,0,1,2024/8/23 下午 01:53:09,52,3,8233,20,25.0407062,121.5297888
8,3,1.4060923,6.7692308,1.4896638,1.4896638,0.67561632,1.0936273,59.241184,2.4000001,21,1.8471928,閔翔,1,0,54,4110,4140,-0.5,-1,1,-1,2,2024/8/23 下午 01:54:01,48,3,8233,54,25.0412222,121.5293752
9,4,1.449296,8.3999996,1.6700469,1.6700469,0.69828314,1.1594368,51.308941,2.347826,24,1.7904537,閔翔,1,0,55,4230,4250,0,-1,1,0,1,2024/8/23 下午 01:55:20,74,3,8233,55,25.0405354,121.5291984
77,3,1.4590468,6.810811,1.5395753,1.5395753,0.68260622,1.2158724,81.858826,2.3157895,20,1.7137352,閔翔,1,0,25,4314,4332,0.5,-2,1,1,0,2024/8/23 下午 01:56:22,58,3,8233,25,25.040227,121.5294458
51,3,1.3033811,7.0588236,1.5346701,1.5346701,0.68154991,0.93098646,57.875652,2.5,25,2.046488,閔翔,1,0,67,4422,4449,-1,-1,1,-1,2,2024/8/23 下午 01:57:20,54,3,8233,67,25.0404471,121.5300228
43,4,1.45732,8.727273,1.7265038,1.7265038,0.70471239,1.175258,154.72107,2.3333333,25,1.7704366,閔翔,1,0,21,4521,4533,0,-1,1,0,1,2024/8/23 下午 01:58:05,39,3,8233,21,25.0405667,121.5303935
43,4,1.45732,8.727273,1.7265038,1.7265038,0.70471239,1.175258,154.72107,2.3333333,25,1.7704366,閔翔,1,0,22,4644,4659,0,-1,1,0,0,2024/8/23 下午 01:59:31,81,3,8233,22,25.0403395,121.5312408
60,4,1.4060208,8.6153851,1.6794915,1.6794915,0.69892079,1.0751923,64.278275,2.4000001,26,1.8841705,閔翔,1,0,85,4743,4758,0,-1,1,0,0,2024/8/23 下午 02:00:31,57,3,8233,85,25.0405,121.5315933
44,5,1.5140622,8.5714283,1.7307693,1.7307693,0.70672709,1.3323747,71.484612,2.2380953,22,1.6421758,閔翔,1,0,23,4859,4913,0,-2,0,0,1,2024/8/23 下午 02:01:41,53,3,8233,23,25.040236,121.5319224
71,2,1.4290229,4.7457628,1.238816,1.238816,0.63570756,1.1908524,31.422556,2.3571429,15,1.7176391,閔翔,1,0,94,5017,5024,0.5,-1,2,1,0,2024/8/23 下午 02:03:10,84,3,8233,94,25.0400401,121.5322523
70,1,1.3532825,2.6086957,0.84615386,0.84615386,0.54047632,1.1277354,59.04446,2.4444444,10,1.7367692,閔翔,1,0,32,5054,5126,-0.5,-1,1,-1,1,2024/8/23 下午 02:04:08,47,3,8233,32,25.0398396,121.5317679
79,2,1.3805348,5.1428571,1.3443909,1.3443909,0.65431285,1.0804185,23.644192,2.4117646,18,1.8379663,閔翔,1,0,87,5208,5220,0,-2,-1,0,2,2024/8/23 下午 02:05:01,32,3,8233,87,25.0399584,121.5316595
78,4,1.4583882,7.8805971,1.6071428,1.6071428,0.69100952,1.1883163,26.093475,2.3333333,22,1.7643235,閔翔,1,0,86,5246,5306,-1,-2,0,-1,2,2024/8/23 下午 02:05:43,35,3,8233,86,25.0402036,121.5316126
80,1,1.3055289,2.3529413,0.73918515,0.73918515,0.5041489,1.0681599,57.749931,2.5,9,1.7962018,閔翔,1,0,27,5331,5336,0.5,-2,2,1,0,2024/8/23 下午 02:06:26,39,3,8233,27,25.0400454,121.5314133
74,3,1.4441595,6.2068968,1.4028426,1.4028426,0.66319418,1.1815851,25.79925,2.3529413,18,1.7547162,閔翔,1,0,76,5421,5437,-1,-2,0,-1,1,2024/8/23 下午 02:07:04,33,3,8233,76,25.0401725,121.5310207
75,3,1.4146782,6.3157897,1.4135897,1.4135897,0.66484892,1.1199536,32.595676,2.3888888,19,1.8209543,閔翔,1,0,77,5445,5511,0,-2,1,0,1,2024/8/23 下午 02:07:47,30,3,8233,77,25.0400211,121.5309618
76,4,1.449296,8.3999996,1.6700469,1.6700469,0.69828314,1.1594368,112.28374,2.347826,24,1.7904537,閔翔,1,0,26,5538,5609,-1,-2,1,-1,2,2024/8/23 下午 02:08:56,60,3,8233,26,25.039996,121.5303698
52,4,1.5078828,7.9370079,1.8135039,1.8135039,0.7180022,1.4393427,49.305782,2.1500001,21,1.526921,閔翔,1,0,68,5705,5710,-1.5,-2,1,-1,2,2024/8/23 下午 02:10:08,68,3,8233,68,25.0399916,121.5298713
66,2,1.4274213,4.9411764,1.31797,1.31797,0.64956075,1.202039,78.895355,2.3333333,16,1.7064047,閔翔,1,0,28,5803,5806,-1,-2,0,-1,1,2024/8/23 下午 02:11:04,52,3,8233,28,25.0396865,121.529709
68,3,1.4989992,5.915493,1.3873369,1.3873369,0.66087639,1.3324437,68.362869,2.2666667,16,1.6082193,閔翔,1,0,30,5909,5925,-0.5,-2,1,-1,2,2024/8/23 下午 02:12:46,52,3,8233,30,25.0395569,121.5305469
94,3,1.3262645,6.5546217,1.4516129,1.4516129,0.67052817,0.97259396,21.51779,2.4761906,22,1.9952292,閔翔,1,0,78,28,36,-1,-2,0,-2,2,2024/8/23 下午 02:13:21,30,3,8233,78,25.0398086,121.5309444
69,4,1.4643856,7.2727275,1.5395753,1.5395753,0.68260622,1.2203213,69.057907,2.3157895,20,1.7376446,閔翔,1,0,31,104,122,-2,-2,0,-2,2,2024/8/23 下午 02:14:05,36,3,8233,31,25.0397939,121.5315543
15,2,1.4754353,3.8709676,1.0207884,1.0207884,0.58639652,1.3524823,119.26802,2.3,11,1.5687064,閔翔,1,0,97,2240,2320,0.5,-1,1,1,0,2024/8/26 下午 12:36:06,40,2,8262,97,25.041778,121.5327926
16,3,1.4989992,5.915493,1.3873369,1.3873369,0.66087639,1.3324437,27.527857,2.2666667,16,1.6082193,閔翔,1,0,98,2351,2403,0.5,-1,1,1,0,2024/8/26 下午 12:36:34,23,2,8262,98,25.0414703,121.5328007
17,4,1.5232575,7.7241378,1.6734514,1.6734514,0.70075864,1.3847796,27.863453,2.2105262,20,1.5743387,閔翔,1,0,99,2422,2436,1.5,2,0,2,0,2024/8/26 下午 12:37:10,30,2,8262,99,25.0411445,121.532802
18,3,1.4791145,6.4000001,1.4666082,1.4666082,0.67273146,1.2678125,26.977301,2.2941177,18,1.664782,閔翔,1,0,106,2454,2502,2,2,0,2,1,2024/8/26 下午 12:37:35,21,2,8262,106,25.0408874,121.5328053
19,3,1.4860064,5.5081968,1.3076391,1.3076391,0.6475991,1.3111821,23.143644,2.2857144,15,1.6335514,閔翔,1,0,100,2528,2538,0,0,-1,0,1,2024/8/26 下午 12:38:11,32,2,8262,100,25.0407087,121.5328036
65,2,1.5142466,3.6923077,1,1,0.57812965,1.5142466,104.22419,2.2222223,10,1.4379251,閔翔,1,0,19.2,2601,2645,1.5,2,0,1,1,2024/8/26 下午 12:39:25,70,2,8262,19.2,25.0406122,121.5322452
65,2,1.5142466,3.6923077,1,1,0.57812965,1.5142466,104.22419,2.2222223,10,1.4379251,閔翔,1,0,19.1,2712,2721,1.5,2,0,1,0,2024/8/26 下午 12:39:52,23,2,8262,19.1,25.0406991,121.5320006
63,2,1.3993975,4.848485,1.2552096,1.2552096,0.63915122,1.1195179,39.423187,2.4000001,16,1.7939149,閔翔,1,0,17,2742,2754,0.5,0,-1,1,1,2024/8/26 下午 12:40:27,28,2,8262,17,25.0408152,121.53176
62,4,1.4278139,8.5146198,1.6741856,1.6741856,0.69851047,1.1154796,135.60442,2.375,25,1.838447,閔翔,1,0,16,2828,2929,0,1,0,0,2,2024/8/26 下午 12:42:01,88,2,8262,16,25.0409982,121.5308349
50,2,1.3052267,5.0574713,1.3088794,1.3088794,0.64932406,0.95381951,59.938217,2.5,19,1.9928683,閔翔,1,0,66,3005,3022,1,2,0,2,2,2024/8/26 下午 12:43:08,62,2,8262,66,25.0408748,121.5301576
42,3,1.3635821,7.5505619,1.632839,1.632839,0.69342643,1.0129467,89.220947,2.4400001,26,1.9389621,閔翔,1,0,20,3117,2128,1.5,2,0,2,2,2024/8/26 下午 12:44:06,52,2,8262,20,25.0407062,121.5297888
8,3,1.4060923,6.7692308,1.4896638,1.4896638,0.67561632,1.0936273,59.241184,2.4000001,21,1.8471928,閔翔,1,0,54,3222,,0.5,-1,0,1,0,2024/8/26 下午 12:45:13,63,2,8262,54,25.0412222,121.5293752
9,4,1.449296,8.3999996,1.6700469,1.6700469,0.69828314,1.1594368,51.308941,2.347826,24,1.7904537,閔翔,1,0,55,3414,3435,0,-1,0,0,1,2024/8/26 下午 12:47:12,114,2,8262,55,25.0405354,121.5291984
77,3,1.4590468,6.810811,1.5395753,1.5395753,0.68260622,1.2158724,81.858826,2.3157895,20,1.7137352,閔翔,1,0,25,3505,3535,0,1,0,0,2,2024/8/26 下午 12:47:58,42,2,8262,25,25.040227,121.5294458
51,3,1.3033811,7.0588236,1.5346701,1.5346701,0.68154991,0.93098646,57.875652,2.5,25,2.046488,閔翔,1,0,67,3604,3629,0,0,-1,0,2,2024/8/26 下午 12:48:51,49,2,8262,67,25.0404471,121.5300228
43,4,1.45732,8.727273,1.7265038,1.7265038,0.70471239,1.175258,154.72107,2.3333333,25,1.7704366,閔翔,1,0,21,3647,3658,0,0,-1,0,1,2024/8/26 下午 12:49:30,32,2,8262,21,25.0405667,121.5303935
43,4,1.45732,8.727273,1.7265038,1.7265038,0.70471239,1.175258,154.72107,2.3333333,25,1.7704366,閔翔,1,0,22,3812,3824,0,0,0,0,2,2024/8/26 下午 12:50:50,76,2,8262,22,25.0403395,121.5312408
60,4,1.4060208,8.6153851,1.6794915,1.6794915,0.69892079,1.0751923,64.278275,2.4000001,26,1.8841705,閔翔,1,0,85,3913,3942,0,0,0,0,1,2024/8/26 下午 12:52:06,72,2,8262,85,25.0405,121.5315933
44,5,1.5140622,8.5714283,1.7307693,1.7307693,0.70672709,1.3323747,71.484612,2.2380953,22,1.6421758,閔翔,1,0,23,4037,4050,1,2,-1,1,1,2024/8/26 下午 12:53:19,68,2,8262,23,25.040236,121.5319224
